Tiêu đề,Số phòng ,Vị trí,Giá ,Giá / Diện tích,Diện tích,Loại hình
Bán căn hộ chung cư,2,Huyện Hóc Môn,"1,1 ",23,47,chung cư / căn hộ
"Bán căn hộ chung cư 590 CMT8, Quận 3,  78m2, 2, 3.35 ",2,Quận Ba,"3,3 ",42,78,chung cư / căn hộ
"Bán căn hộ chung cư cap ốc Phú Nhuận. DT 130m2. 3. Giá 6,9",3,Quận Phú Nhuận,"6,9 ",53,130,chung cư / căn hộ
"Bán căn hộ chung cư đẹp, gần đầy đủ nội thất",2,Huyện Hóc Môn,"1,35 ",20,68,chung cư / căn hộ
Bán căn hộ chung cư Hồ Văn Huê Phú Nhuận- 32m2- Nội thất đẹp-An ninh.,1,Quận Phú Nhuận,"1,85 ",58,32,chung cư / căn hộ
BÁN CĂN HỘ CHUNG CƯ HƯNG PHÁT SILVER STAR - 22WC 2.880TY HOT HOT HOT,2,Huyện Nhà Bè,"2,88 ",39,74,chung cư / căn hộ
Bán căn hộ Chung cư Khang Gia Gò Vấp 92m2 3 2WC,3,Quận Gò Vấp,"2,35 ",26,92,chung cư / căn hộ
Bán căn hộ chung cư Orchard Garden 99m2 2 phòng ngủ 2WC. p9 Phú Nhuận,2,Quận Phú Nhuận,"7,4 ",75,99,chung cư / căn hộ
"Bán căn hộ chung cư Quang Thái, Tân Phú, 90m2, 3, 3.6 , có sổ",3,Quận Tân Phú,"3,6 ",40,90,chung cư / căn hộ
BÁN CĂN HỘ CHUNG CƯ SƠN KỲ THANG BỘ PHƯỜNG SƠN KỲ. CHÍNH CHỦ,2,Quận Tân Phú,"2,05 ",35,58,chung cư / căn hộ
"Bán căn hộ chung cư tại Sky Garden 3, giá tốt 4,65  vnd, DT 71.6m2",2,Quận Bảy,"4,65 ",65,72,chung cư / căn hộ
Bán căn hộ chung cư Tống Duy Tân,2,Quận Năm,"1,55 ",39,40,chung cư / căn hộ
Bán căn hộ chung cư Xóm Cải (Nguyễn Trãi) quận 5,1,Quận Năm,"1,5 ",35,42,chung cư / căn hộ
"Bán căn hộ City gate quận 8, diện tích 75m, 2, 2wc giá 2,3 ",2,Quận Tám,"2,3 ",31,74,chung cư / căn hộ
Bán căn hộ Diamond Lotus Lakeview Tân phú,2,Quận Tân Phú,2,33,61,chung cư / căn hộ
Bán căn hộ dịch vụ hẻm 3 gác đường tám danh phường 4 quận 8,10,Quận Tám,"7,6 ",113,67,nhà ở
Bán căn hộ dịch vụ Trần Bá Giao-P5-Gò Vấp,10,Quận Gò Vấp,28,155,180,nhà ở
Bán căn hộ Độc Lập 61m2 - sổ hồng - căn góc- 2 phòng ngủ chỉ 2.x ,2,Quận Tân Phú,"2,35 ",39,61,chung cư / căn hộ
"BÁN CĂN HỘ DREAM HOME GÒ VẤP - CĂN GÓC 79M. GIÁ: 2,2 TỈ",2,Quận Gò Vấp,"2,2 ",28,79,chung cư / căn hộ
BÁN CĂN HỘ GIAI VIỆT 115M2 SỔ HỒNG 4  3,2,Quận Tám,"4,3 ",37,115,chung cư / căn hộ
"BÁN căn hộ Giai Việt Penhouse 856 Tạ Quang Bửu ,P5, Q8",3,Quận Tám,"8,6 ",27,315,chung cư / căn hộ
bán căn hộ Hà Đô Centrosa 1 Full NTCC 54m2 - 5-5.2 ,1,Quận Mười,"4,8 ",90,53,chung cư / căn hộ
Bán căn hộ Hà Đô Nguyễn Văn Công p- 69m2/2 giá 3.5  - sổ hồng,2,Quận Gò Vấp,"3,5 ",51,69,chung cư / căn hộ
"Bán căn hộ Hoàng Anh Gold House, 101m, căn góc, 2 phòng ngủ, sổ hồng",2,Huyện Nhà Bè,"3,1 ",31,101,chung cư / căn hộ
BÁN CĂN HỘ HOÀNG ANH THANH BÌNH 3 -115m2,3,Quận Bảy,"4,15 ",35,120,chung cư / căn hộ
"bán căn hộ Kingdom101 căn góc 3 - Full Nội thất cao cấp - 8,3 ",3,Quận Mười,"8,3 ",80,104,chung cư / căn hộ
"Bán căn hộ lầu 1, Chung cư 212 Nguyễn Trãi, Nguyễn Cư Trinh, Q1, 58m2",2,Quận Nhất,"3,7 ",64,58,chung cư / căn hộ
"Bán căn hộ Lovera khang điền.DT:65m2/2+2WC, giá 2.3,Sổ Hồng riêng",2,Huyện Bình Chánh,"2,3 ",35,65,chung cư / căn hộ
Bán căn hộ nhà tập thể quận Phú Nhuận 24m2 giá 1  300,1,Quận Phú Nhuận,"1,3 ",54,24,chung cư / căn hộ
Bán căn hộ ở liền đầy đủ nội thất chỉ với 820 triệu ngay nhà ga T3,1,Quận Tân Bình,"0,82",27,30,chung cư / căn hộ
Bán căn hộ Orchid Park đã có sổ - 72m2 giá 2.050  - LH xem nhà,2,Huyện Nhà Bè,"2,05 ",28,72,chung cư / căn hộ
Bán căn hộ Park legend Hoàng Văn Thụ 65m góc đẹp,2,Quận Tân Bình,"5,45 ",84,65,chung cư / căn hộ
"Bán căn hộ Pegasuite 1 Tạ Quang Bửu Q8, 70m2, 2, 3.45 , sổ hồng",2,Quận Tám,"3,45 ",49,70,chung cư / căn hộ
Bán căn hộ Penhouse (55m2 + áp mái 35m2)2 ngủ Phan Xích Long Phú Nhuận,2,Quận Phú Nhuận,"3,5 ",41,85,chung cư / căn hộ
Bán căn hộ Phú Mỹ Hưng 3 nhà đẹp giá 7  2,3,Quận Bảy,"7,2 ",61,118,chung cư / căn hộ
Bán Căn Hộ Quận 1 Võ Văn Kiệt - 60M2 - 2 - Sổ Hồng -2.85 ,2,Quận Nhất,"2,85 ",48,60,chung cư / căn hộ
Bán căn hộ quận 12 . C/c Võ Đình sổ hồng chính chủ 55m2 2 /2wc,2,Quận Mười Hai,"1,69 ",31,55,chung cư / căn hộ
"Bán căn hộ sang nhượng chung cư HQC Hóc Môn ,50m2 giá 1  trọn phí",2,Huyện Hóc Môn,"0,99",20,50,chung cư / căn hộ
Bán CĂN HỘ SUNRISE CITY NORTH *ĐÃ CÓ SỔ* 113m2,4,Quận Bảy,"9,5 ",84,113,chung cư / căn hộ
Bán căn hộ Sunrise riverside quận 7 giá chỉ 4.3 tỉ bằng căn 2 ,3,Huyện Nhà Bè,"4,3 ",52,83,chung cư / căn hộ
"Bán Căn Hộ Tầng Trệt C.Cư 43 Hồ Văn Huê P9  3,3x9m 1 Trệt 1 Lửng",1,Quận Phú Nhuận,"3,03 ",74,41,chung cư / căn hộ
"Bán căn hộ Terra Royal Quận 3 - 2 58m2 4,9 ",2,Quận Ba,"4,9 ",84,58,chung cư / căn hộ
"Bán Căn Hộ The Pegasuite 1 đường Tạ Quang Bửu P6 Q8. 2, sổ hồng",2,Quận Tám,"3,45 ",51,68,chung cư / căn hộ
Bán Căn Hộ Vĩnh Lộc D'Gold【1  + 1 WC】Chỉ 750 triệu,1,Huyện Bình Chánh,"0,75",20,38,chung cư / căn hộ
Bán căn nhà cấp 4. DT 100m2 ở đường Lý Thường Kiệt Hóc Môn giá 930TR,1,Huyện Hóc Môn,"0,93",93,10,nhà ở
Bán Căn Nhà Dạng Kiot - Củ Chi -TP Hồ Chí Minh Sổ Hồng Riêng 710 Triệu,2,Huyện Củ Chi,"0,71",36,20,nhà ở
bán căn nhà Góc 3 mặt tiền đường Hoàng Diệu trung tâm quận 4 - 5 tầng,6,Quận Tư,27,397,68,nhà ở
"Bán căn nhà thiên nhiên giá chỉ 4ty5 dt:60m2 ngay Phú Thọ,P.1, Q11",3,Quận Mười Một,"4,5 ",75,60,nhà ở
"Bán căn Villa mini tuyệt đẹp, góc 2MT, Lê Đức Thọ, P.16, Gò Vấp",3,Quận Gò Vấp,"7,59 ",136,56,nhà ở
Bán Cấp Tốc Nhà 1 Trệt 1 Lầu Ngay Chợ Phước Thạnh 120m2 Giá 650tr,2,Huyện Củ Chi,"0,65","5,4 ",120,nhà ở
Bán CC cao cấp khu Celadon Tân Phú 96m2 căn góc lầu 1,3,Quận Tân Phú,"3,98 ",41,96,chung cư / căn hộ
Bán CC cao cấp khu Celadon Tân Phú 96m2 căn góc lầu 1,3,Quận Tân Phú,"3,98 ",41,96,chung cư / căn hộ
Bán CC SÀI GÒN PEARL 2-2WC-84m2 giá 1580 khuông viên mát mẻ đẹp,2,Quận Bình Thạnh,"1,58 ",44,36,chung cư / căn hộ
"Bán CH Hiệp Thành Building , Q12, căn góc, full nội thất, giá 2,2ty",2,Quận Mười Hai,"2,2 ",28,78,chung cư / căn hộ
"Bán CH Phú Thọ,Quận 11 DT: 62m2 2 - view MÁT giá 2,85 (sổ hồng)",2,Quận Mười Một,"2,85 ",46,62,chung cư / căn hộ
BÁN CH SỔ HỒNG AN PHÚ APARTMENT 90M2 3 2WC GIÁ 3.450,3,Quận Sáu,"3,45 ",38,90,chung cư / căn hộ
"Bán CH TT Q 3, đ Trương Đinh, 68 m2, 2 , lầu cao thoáng 3.5 tỷ",2,Quận Ba,"3,5 ",51,68,chung cư / căn hộ
BÁN CHCC RES 11 73M2 2 2WC FULL 4.4 TLUONG,2,Quận Mười Một,"4,4 ",60,73,chung cư / căn hộ
"BÁN CHDV , ĐƯỜNG TRẦN QUỐC THẢO , PHƯỜNG 9 , QUẬN 3",2,Quận Ba,"2,7 ",61,44,chung cư / căn hộ
Bán CHDV 10 phòng thu nhập 40tr/tháng luôn kín phòng đường Tôn Đản,10,Quận Tư,"7,5 ",94,80,nhà ở
"Bán CHDV 13 phòng full nội thất chỉ 18ty9 - 73m2 - Điện Biên Phủ,Q.3",10,Quận Ba,"18,9 ",259,73,nhà ở
"Bán CHDV 2 mặt hẻm Âu Dương Lân, P3, Q8, TP. HCM",9,Quận Năm,"7,8 ",130,60,nhà ở
BÁN CHDV 28 phòng- Dt 107m2-Thu nhập 100trieu/ Thang- Nhỉnh 13  xx.,10,Quận Gò Vấp,"13,9 ",130,107,chung cư / căn hộ
"Bán CHDV 6 Tầng, 90m2, HXH Lê Quang Định, Phường 1, Gò Vấp",10,Quận Gò Vấp,"13,99 ",155,90,nhà ở
Bán CHDV MT đường số 1 P Tân Kiểng Q7 vừa ở vừa cho thuê 50 tr/tháng,10,Quận Bảy,"15,8 ",198,80,nhà ở
bán CHDV P6 Gò Vấp căn góc 2 MT giá 26 ,10,Quận Gò Vấp,26,173,150,nhà ở
Bán chung cư bình thới Phường 8 Quận 11. 74m2 gồm 3 Phòng Ngủ 2 WC,3,Quận Mười Một,"2,4 ",32,74,chung cư / căn hộ
Bán chung cư cao cap,3,Thành Phố Thủ Đức,"3,8 ",36,106,chung cư / căn hộ
Bán Chung cư cao cấp khu Celadon Tân Phú 96 m2 căn góc lầu 1,3,Quận Tân Phú,"3,98 ",41,96,chung cư / căn hộ
Bán chung cư Cityland Prak Hills. 2 2wc. Đa dạng.,2,Quận Gò Vấp,"3,9 ",52,75,chung cư / căn hộ
Bán Chung Cư Lầu 1 Chung cư Bình Thới Phường 8 Quận 11 3 Phòng ngủ 2WC,3,Quận Mười Một,"3,3 ",46,72,chung cư / căn hộ
"Bán chung cư Nguyễn Thiện Thuật-P1-Q3-40m2-1,95 ",2,Quận Ba,"1,95 ",49,40,chung cư / căn hộ
Bán chung cu Phú thọ phường 15 quan 11 ngay nga 3 nguyen thi nho lữ gi,2,Quận Mười Một,"2,95 ",48,62,chung cư / căn hộ
"Bán chung cư Quận 1 TPHCM - phố Tây, gần chợ Bến Thành- 57 m2- 4  2",2,Quận Nhất,"4,2 ",74,57,chung cư / căn hộ
Bán chung cư Quận 1 TPHCM- phố Tây-gần chợ Bến Thành-62m2- 4  2,2,Quận Nhất,"4,2 ",68,62,chung cư / căn hộ
bán chung cư quận 3 sổ hồng riêng,2,Quận Ba,"2,7 ",61,44,chung cư / căn hộ
"Bán chung cư SHR, Quận 1, DTSD 37m2, đúng tuyến Trường Trần H Đạo",1,Quận Nhất,"2,1 ",78,27,chung cư / căn hộ
Bán Chung Cư tầng trệt Phường Đa Kao Quận 1,3,Quận Nhất,"2,7 ",58,46,chung cư / căn hộ
"Bán chung cư tôn thất thuyết, SHR, 60m2-21WC. Full NT -3,3",2,Quận Tư,"3,3 ",55,60,chung cư / căn hộ
Bán chunh cư Carrillon Hoàng Hoa Thám,2,Quận Tân Bình,"4,3 ",52,83,chung cư / căn hộ
"Bán đất hẻm tại Phú Nhuận đường Lê Văn Sỹ, 5 x 13.5 (m2) 7.9 tỷ",2,Quận Ba,"7,9 ",117,68,nhà ở
"Bán Đất Tặng Biệt Thự 12 X 16 , Góc 2 MT",5,Quận Gò Vấp,"12,8 ",64,200,nhà ở
Bán Đất tặng căn nhà,2,Huyện Củ Chi,"3,39 ",16,212,nhà ở
"Bán Đất Tặng Nhà , Đường 7 , kp 1 , P. Hiệp Bình chánh , Q. T Đức",3,Thành Phố Thủ Đức,"9,2 ",102,90,nhà ở
"Bán dãy nhà trọ 8 phòng Đường Nguyễn Văn Hoài ngay KCN Tây , Củ Chi",8,Huyện Củ Chi,"1,25 ","8,9 ",140,nhà ở
Bán dãy nhà trọ gồm 7 căn riêng biệt gồm trệt lầu đỗ giả,7,Quận Tám,"9,25 ",67,138,nhà ở
BÁN dãy trọ 10 phòng mới xây thu 12tr.tháng Trần Văn Chẩm Củ Chi 700tr,10,Huyện Củ Chi,"0,7","3,6 ",192,nhà ở
Bán Dãy Trọ 12phòng_785Tr_260m2_Pháp lý chuẩn chỉnh qua BV Xuyên Á 2Km,10,Huyện Củ Chi,"0,785","9,8 ",80,nhà ở
Bán dãy trọ 515tr sau chợ Nhị Xuân - Hóc Môn,10,Huyện Hóc Môn,"0,515",26,20,nhà ở
Bán dãy trọ 6 phòng thu nhập đều 10 triệu/tháng 930triệu gần An Sương,6,Huyện Hóc Môn,"0,93",23,40,nhà ở
Bán Dãy Trọ Gần Chợ Bình Chánh 10 Phòng có Kitot 1250tr,10,Huyện Bình Chánh,"1,25 ","5,4 ",230,nhà ở
BÁN DÃY TRỌ THU NHẬP LIỀN TAY 5 PHÒNG GIÁ 2.85 ,4,Quận Mười Hai,"2,85 ",48,60,nhà ở
"Bán DãyTrọ 90m2 4 phòng sau Chợ Hóc Môn, Sổ hồng riêng.",4,Huyện Hóc Môn,"0,728",24,30,nhà ở
BÁN ĐỂ TRẢ TIỀN CHO NGÂN HÀNG - 70m2 - ĐÃ CÓ SỔ,2,Quận Bình Thạnh,"1,27 ",64,20,chung cư / căn hộ
"Bán dragon hill 52m2,21wc có sổ",2,Huyện Nhà Bè,"2,85 ",55,52,chung cư / căn hộ
Bán gấp,4,Huyện Hóc Môn,11,35,313,chung cư / căn hộ
"BÁN GẤP 3 TẦNG, 55M2, 3, HẺM 4M, GIÁ 5.3 , THỐNG NHẤT GÒ VẤP",3,Quận Gò Vấp,"5,3 ",96,55,nhà ở
Bán gấp biệt thự . giảm từ 12 còn 8.5. Chưa đến 6tr/m2,3,Huyện Củ Chi,"8,5 ","5,6 ",1524,nhà ở
Bán Gấp Căn 1-2-3 CC KINGDOM 101 Quận 10 Giá Tốt,2,Quận Mười,"5,3 ",74,72,chung cư / căn hộ
"Bán gấp căn hộ 3 ở chung cư Screc Tower 104m2, sổ hồng riêng, 5.3 ",3,Quận Ba,"5,3 ",51,104,chung cư / căn hộ
Bán gấp Căn Hộ Cityland P10 GV 2-75m2 view lầu cao đẹp chỉ 3.95 ,2,Quận Gò Vấp,"3,95 ",53,75,chung cư / căn hộ
Bán Gấp Căn Hộ Đức Khải 161m2 Giá Cực Sốc,3,Quận Bảy,3,19,161,chung cư / căn hộ
"Bán gấp căn hộ Kingston, 125M2, 3, tặng nt, có ô đậu xe, giá 8.5 ỷ",3,Quận Phú Nhuận,"8,5 ",68,125,chung cư / căn hộ
"BÁN GẤP CĂN HỘ LÉMAN LUXURY APARTMENTS, GIÁ SIÊU HỜI 16,5  VND, DIỆN",3,Quận Ba,"16,5 ",146,113,chung cư / căn hộ
"Bán gấp căn nhà  ở Tân An Hội Củ Chi dt 249m2, chỉ 680 TRIỆU, sổ riêng",2,Huyện Củ Chi,"0,68","2,7 ",249,nhà ở
"Bán gấp căn nhà  ở Tân An Hội Củ Chi dt 249m2, chỉ giá 680TRIỆ, sổ sẵn",2,Huyện Củ Chi,"0,68","2,7 ",249,nhà ở
"Bán gấp căn nhà 100m sau chợ Bà Điểm, Hóc Môn. Giá 850 triệu,SHR",2,Huyện Hóc Môn,"0,85",43,20,nhà ở
"Bán gấp căn nhà 100m2 sau chợ Bà Điểm, Hóc Môn. Giá 850 triệu,SHR",2,Huyện Hóc Môn,"0,85",43,20,nhà ở
Bán gấp căn nhà 110m2 đường Mai Thị Chửng Tân An Hội giá 11 sổ sẵn,2,Huyện Củ Chi,"1,1 ",10,110,nhà ở
Bán GẤP căn nhà 2 mặt tiền sau lưng chợ Bình Chánh GIÁ 650TR,2,Huyện Bình Chánh,"0,65","7,7 ",84,nhà ở
"Bán gấp căn nhà 80m2 giá 12 đường Nguyễn Thị Triệu, Thị Trấn Củ Chi",2,Huyện Củ Chi,"1,2 ",15,80,nhà ở
Bán gấp căn nhà để cô 6 đi chạy thận ở đường nguyễn văn bứa,2,Huyện Hóc Môn,"0,28",7,40,nhà ở
Bán Gấp Căn Nhà Do Cuối Tháng Định Cư Nước Ngoài Hóc Môn Giá 750 Triệu,2,Huyện Hóc Môn,"0,75",38,20,nhà ở
"Bán gấp căn nhà đường Thạnh Xuân, p. Thạnh Xuân, quận 12 giá 3150tr",3,Quận Mười Hai,"3,15 ",57,55,nhà ở
"bán gấp căn nhà mặt tiền 5 tầng đường Khánh Hội, DTSD 75m2",3,Quận Tư,"5,9 ",296,20,nhà ở
Bán gấp căn nhà ngộp 48m2 đường Âu Cơ giá cả học sinh,4,Quận Mười Một,"2,8 ",93,30,nhà ở
"BÁN GẤP CĂN NHÀ Ở CỦ CHI, DTMỘT TRĂM BẢY MƯƠI BA MÉT VUÔNG, 750TR, SHR",2,Huyện Củ Chi,"0,75",15,50,nhà ở
"Bán gấp căn nhà ở đường Đinh Đức Thiện, huyện Bình Chánh",2,Huyện Bình Chánh,"0,739","7,4 ",100,nhà ở
Bán gấp căn nhà Quận 4 - Kinh doanh - Nở hậu - Giá 17.6 ,6,Quận Tư,"17,6 ",244,72,nhà ở
Bán gấp căn Sky Center 36m2 để xử lý dòng tiền 1 bán 1  800 triệu,1,Quận Tân Bình,"1,8 ",50,36,chung cư / căn hộ
Bán gấp CC SG South Residence - Nhà Bè 71m2 2-2WC giá 2  850 triệu,2,Huyện Nhà Bè,"2,85 ",40,71,chung cư / căn hộ
Bán Gấp CC SUMMER SQUARE 2-2WC-77m2 giá 1300,2,Quận Sáu,"1,3 ",43,30,chung cư / căn hộ
"Bán gấp CC Sunrise Riverside - Nhà Bè, 2-2WC 70m2 giá 2  550 triệu",2,Huyện Nhà Bè,"2,55 ",36,70,chung cư / căn hộ
Bán GẤP CH Sơn Kỳ 2 76m² 2 2WC Vị trí Góc SHR,2,Quận Tân Phú,"2,67 ",35,76,chung cư / căn hộ
Bán gấp CHCC M - One Gia Định GV - 1  890 tr - 71m2 SHR,2,Quận Gò Vấp,"1,89 ",27,71,chung cư / căn hộ
"Bán gấp CHDV gốc 2 MT Thoại Ngọc Hầu, tổng sàn 876m2,",10,Quận Tân Phú,"25,99 ",136,191,nhà ở
BÁN GẤP CHDV HXH 220 XVNT Q.BT 6 TẦNG DT 400M2 DT 80TR/T NHỈNH 15 TL,10,Quận Bình Thạnh,"15,5 ",160,97,nhà ở
"Bán gấp chung cư Nguyễn Thiện Thuật Q3,sổ hồng,tầng thấp giá 1,95 TL",1,Quận Ba,"1,95 ",54,36,chung cư / căn hộ
Bán gấp dãy trọ 10phòng 1 kiot giá 1 đường Võ Thị Nhúa Tân Phú Trung,10,Huyện Củ Chi,1,"4,2 ",240,nhà ở
Bán gấp dãy trọ 96m2 5 phòng Phan Văn Hớn Hóc Môn 1  450 triệu,5,Huyện Hóc Môn,"1,45 ",121,12,nhà ở
BÁN GẤP DÃY TRỌ BÌNH CHÁNH,10,Huyện Bình Chánh,"0,689",23,30,nhà ở
Bán gấp dãy trọ Tân Kiên - Bình Chánh - SHR - Đang thu nhập 9tr/tháng,5,Huyện Bình Chánh,"1,6 ",13,125,nhà ở
Bán Gấp Kiot ngay chợ Phước Thạnh 150m2 giá 690tr,2,Huyện Củ Chi,"0,69","4,6 ",150,nhà ở
BÁN GẤP MT HOA LAN - PHÚ NHUẬN - 64M2(4x16m),5,Quận Phú Nhuận,"22,99 ",359,64,nhà ở
BÁN GẤP NHÀ - HẺM XE HƠI TRUNG TÂM QUẬN 10,2,Quận Mười,"6,95 ",183,38,nhà ở
Bán Gấp Nhà - Hẻm Xe Hơi 🚗 - Kế Q.1 - Ngang 8m - 4 Tầng - 7.7 ,4,Quận Nhất,"7,7 ",148,52,nhà ở
"Bán gấp nhà 16/2 Phan Đăng Lưu, 4.3x10 5 tầng thang máy, 25tr/tháng",6,Quận Bình Thạnh,"8,6 ",215,40,nhà ở
"Bán gấp nhà 2 lầu, mặt tiền đường Tôn Thất Thuyết P15 Q4",5,Quận Tư,"11,5 ",180,64,nhà ở
"Bán gấp nhà 2 tầng, 65m2, 6x11m, Nguyễn Thị Định, Bình Trưng Tây, Q. 2",3,Thành Phố Thủ Đức,"4,88 ",75,65,nhà ở
BÁN GẤP NHÀ 2MT KHU TÊN LỬA -CẠNH CÔNG VIÊN PHÚ LÂM - GIÁ CHỈ 5.8 ,2,Quận Bình Tân,"5,8 ",94,62,nhà ở
BÁN GẤP NHÀ 4 TẦNG 5*20 MỚI XÂY ĐANG CHO THUÊ CHDV QUẬN 8,10,Quận Tám,12,120,100,nhà ở
bán gấp nhà 4 tầng đường 10m Thành Thái 4x20,4,Quận Mười,"19,5 ",244,80,nhà ở
"Bán Gấp Nhà 4 Tầng Hẻm 4m Đường Nguyễn Thiện Thuật Ngang 4,7m",4,Quận Ba,"6,2 ",177,35,nhà ở
"Bán gấp nhà 50m2 (tiện xây mới) mặt tiền đường số 10, phường 4, quận 4",2,Quận Tư,9,180,50,nhà ở
"bán gấp nhà 6 tầng mặt tiền đường Điện Biên Phủ, Quận 1 170m2 chỉ 19,5",6,Quận Nhất,"19,5 ",421,46,nhà ở
Bán Gấp Nhà 80m2 Ngay UBND Tân Thông Hội rẽ vào 500m Giá 676tr,2,Huyện Củ Chi,"0,676","8,4 ",80,nhà ở
Bán gấp nhà Cao Thắng P3 Q3,3,Quận Ba,"6,99 ",196,36,nhà ở
"BÁN GẤP NHÀ CẤP 4 ĐƯỜNG CÂY TRÔM - PHƯỚC HIỆP (125M2).GIÁ 600TR,SHRien",3,Huyện Củ Chi,"0,6","4,8 ",125,nhà ở
Bán gấp nhà Đ. Thích Quảng Đức -  - 1  490Tr - 48m2 - SHR - HXH,2,Quận Phú Nhuận,"1,49 ",83,18,nhà ở
"BÁN GẤP NHÀ ĐẸP 3 TẦNG NHẤT CHI MAI- P,13 - DT 4 x 11m - Giá 6,2  TL",4,Quận Tân Bình,"6,2 ",141,44,nhà ở
"Bán gấp nhà đẹp tại đường Đinh Đức Thiện, Bình Chánh giá tốt",2,Huyện Bình Chánh,"0,58","7,7 ",76,nhà ở
Bán Gấp nhà Đoàn Nguyễn Tuấn 90m2 Giá chỉ 825 Triệu SHR,4,Huyện Bình Chánh,"0,825","9,2 ",90,nhà ở
"Bán Gấp Nhà đồng sỡ Hữu, 3.3x8,5,3 lầu,1850 tr TL,Thới An 15.q12",4,Quận Mười Hai,"1,85 ",65,29,nhà ở
"Bán gấp nhà DT 280m2, mặt tiền TTN9, gần ngã 3 Lam Sơn, Hóc Môn",3,Huyện Hóc Môn,"8,8 ",31,280,nhà ở
"Bán gấp nhà đường Hoà Bình gần Đầm Sen chỉ 38 , vị trí kinh doanh",3,Quận Mười Một,"3,8 ",76,50,nhà ở
Bán Gấp Nhà Đường Nguyễn Thị Lắng 84m2 Cách Bv Xuyên Á 5p Giá 630tr,3,Huyện Củ Chi,"0,63","7,5 ",84,nhà ở
"BÁN GẤP NHÀ ĐƯỜNG NGUYỄN TƯ GIẢN Q. GÒ VẤP DT 100M GIÁ CHỈ 7,990 ",2,Quận Gò Vấp,"7,99 ",80,100,nhà ở
Bán Gấp Nhà Gần Chợ Bà Điểm 179m2 Sổ Hồng riêng Giá 820tr Bao Phí Thuế,2,Huyện Hóc Môn,"0,82",26,31,nhà ở
"Bán Gấp Nhà Góc 2MT hẻm Trần Đình Xu, P.NCT. (Dt: 6X7m)- 5 tầng mới",5,Quận Nhất,"8,4 ",200,42,nhà ở
"Bán gấp nhà hẻm 254 Bến Vân Đồn, phường 5, quận 4",2,Quận Tư,"1,63 ",91,18,nhà ở
"Bán Gấp Nhà Hẻm Bùi Minh Trực Quận 8, hẻm 4m Sổ Riêng Giá 1  850",3,Quận Tám,"1,85 ",51,36,nhà ở
"Bán gấp nhà hẻm xe hơi Lê Văn Sỹ, Quận 3",3,Quận Ba,"13,5 ",125,108,nhà ở
BÁN GẤP NHÀ HẺM XE HƠI TRÁNH NHAU CẠNH PHÚ MỸ HƯNG QUẬN 7,2,Quận Bảy,"4,68 ",72,65,nhà ở
BÁN GẤP NHÀ HÓC MÔN-ĐƯỜNG XE HƠI TÂN XUÂN TÔ KÍ GIÁ 32 bớt Lộc,3,Huyện Hóc Môn,"3,2 ",53,60,nhà ở
"Bán gấp nhà Huỳnh Tấn Phát Nhà Bè, giá 1,98 /45m2, gần cầu Tân Thuận",3,Huyện Nhà Bè,"1,98 ",198,10,nhà ở
Bán gấp nhà HXH đường Cao Đạt Q5,3,Quận Năm,"6,4 ",178,36,nhà ở
Bán gấp nhà mặt tiền Kinh Doanh ngay CHỢ HƯNG NHƠN - TÂN KIÊN,3,Huyện Bình Chánh,"1,35 ",14,100,nhà ở
"Bán gấp nhà mới 4 tầng-4x10m2-HXH VIP 193 NKNN, Quận 3 -chỉ 10 ",4,Quận Ba,"10,2 ",227,45,nhà ở
Bán gấp nhà MT đường Trần Tuấn Khải Q5,3,Quận Năm,"9,9 ",330,30,nhà ở
"Bán gấp nhà MT Quận 1, DT 4,6x15m, 6T thang máy, HĐT 65tr/th",10,Quận Nhất,24,343,70,nhà ở
Bán Gấp Nhà Ngay Chợ Bình Chánh - Giá Full 850 Triệu - Sổ Hồng Riêng,4,Huyện Bình Chánh,"0,85","8,5 ",100,nhà ở
Bán gấp nhà ngay tỉnh lộ 10 cách mặt tiền đường lớn 10m,2,Quận Bình Tân,"1,68 ",48,35,nhà ở
BÁN GẤP NHÀ NHỎ Ở QUẬN 3 TRẦN VĂN ĐANG,1,Quận Ba,"1,55 ",112,14,nhà ở
"Bán Gấp Nhà Ở Lê Văn Lương, Giá 2.7 , Diên Tích 91.1m2",2,Huyện Nhà Bè,"2,7 ",30,91,nhà ở
"Bán gấp nhà ở Quốc Lộ 50 kiếm tiền ăn Tết sớm - Giao Quận 7, 8… - SHR",2,Huyện Bình Chánh,"1,2 ",30,40,nhà ở
Bán gấp nhà phố hà đô centrosa giá cực tốt LH : ***,5,Quận Mười,31,517,60,nhà ở
BÁN GẤP NHÀ QUẬN 7 MẶT TIỀN - KHÔNG TIẾP MÔ GIỚI .,6,Quận Bảy,16,160,100,nhà ở
"Bán gấp nhà Tân Bình, Võ Thành Trang - 63m2 - 3 Tầng - HXH thông- 59",3,Quận Tân Bình,"5,9 ",94,63,nhà ở
"BÁN GẤP NHÀ TÂN THÔNG HỘI-CỦ CHI(152M2)GIÁ 700 TRIỆU, SỔ HỒNG RIÊNG",3,Huyện Củ Chi,"0,7",23,30,nhà ở
BÁN GẤP NHÀ TRẦN ĐẠI NGHĨA - SỔ RIÊNG - HỖ TRỢ VAY ĐẾN 70%,2,Huyện Bình Chánh,"0,76","9,5 ",80,nhà ở
