Tiêu đề,Số phòng ,Vị trí,Giá ,Giá / Diện tích,Diện tích,Loại hình
"BÁN CĂN HỘ QUAN NHÂN, 2 Ô TÔ ĐỖ CỬA, VIEW ROYAL",2,Quận Thanh Xuân,"1,98 ",38,52,chung cư / căn hộ
"BÁN CĂN HỘ SIÊU ĐẸP KĐT VIỆT HƯNG_LONG BIÊN:75m2_2,2WC",2,Quận Long Biên,"3,099",41,75,chung cư / căn hộ
"Bán căn hộ siêu đẹp KĐT VIỆT HƯNG-LONG BIÊN: 75m2_2_2WC giá: 3,15 ",2,Quận Long Biên,"3,138",42,75,chung cư / căn hộ
Bán căn hộ studio 32m2 Tòa S4.01 Vinhomes Smart city,1,Quận Nam Từ Liêm,"2,35 ",73,32,chung cư / căn hộ
Bán Căn Hộ Tập Thể 100m Tầng 1 MP Hồ Đắc Di Đống Đa KD Đỉnh Giá 7.5,2,Quận Đống Đa,"7,5 ",75,100,chung cư / căn hộ
Bán Căn Hộ Tập Thể 100m Tầng 1 MP Hồ Đắc Di Đống Đa KD Đỉnh Giá 7.5,2,Quận Hà Đông ,"7,5 ",75,100,chung cư / căn hộ
"BÁN CĂN HỘ TẬP THỂ PHỐ ĐẠI LA, HAI BÀ TRƯNG-VỊ TRÍ ĐẸP, LÔ GÓC THOÁNG",3,Quận Hai Bà Trưng,"3,89 ",32,120,chung cư / căn hộ
"Bán căn hộ toà chung cư 789 mỹ đình, 32WC 108m2 4,9",3,Quận Nam Từ Liêm,"4,9 ",45,108,chung cư / căn hộ
Bán căn hộ vị trí đắc địa quận Ba Đình,2,Quận Ba Đình,10,116,86,chung cư / căn hộ
Bán căn hộ vinhome smartcity 43m2,2,Quận Nam Từ Liêm,"3,26 ",76,43,chung cư / căn hộ
Bán căn hộ vinhome smartcity 43m2,2,Quận Nam Từ Liêm,"3,26 ",76,43,chung cư / căn hộ
Bán căn hộ vinhome smartcity 43m2,2,Quận Nam Từ Liêm,"3,26 ",76,43,chung cư / căn hộ
"Bán căn hộ Võng Thị - Trích Sài , Tây Hồ, 2, ô tô đỗ cửa",2,Quận Tây Hồ,"1,98 ",36,55,chung cư / căn hộ
"Bán căn nhà đối diện trung tâm thương mại Aeon Mall Long Biên, ô tô đỗ",3,Quận Long Biên,"6,25 ",156,40,nhà ở
"Bán căn nhà ngõ 147 phố Tân Mai, 45m2, 5 tầng thang máy, ô tô đỗ cổng",4,Quận Hoàng Mai,"9,2 ",204,45,nhà ở
"Bán căn nhà ngõ 147 phố Tân Mai, 45m2, 5 tầng thang máy, ô tô đỗ cổng",4,Quận Hoàng Mai,"9,2 ",204,45,nhà ở
"BÁN CĂN NHÀ Ở MỖ LAO, THANH BÌNH, HÀ , GẦN OTO, 38m2x4T, 7.25 ",4,Quận Hà Đông ,"7,25 ",191,38,nhà ở
Bán căn nhà t1 biệt thự Pháp cổ nguyên bản đẹp,2,Quận Hoàn Kiếm,13,118,110,chung cư / căn hộ
Bán căn nhà t1 biệt thự Pháp cổ nguyên bản đẹp,2,Quận Hoàng Mai,13,118,110,chung cư / căn hộ
Bán căn nhà Tại Khu Công Nghệ Cao Hòa Lạc.Thạch Thất.Hà Nội,3,Huyện Thạch Thất,"2,65 ",17,158,nhà ở
BÁN CĂN SHOPHOUSE 10-TT2.2 CALYX RESIDENCE UY NỖ  ANH – CĐT 319 BQ,6,Huyện Đông Anh,"16,666",238,70,nhà ở
"Bán Căn Siêu Biệt Thự Nhỏ Tại Đại Thành , Giá *** Tại Khu Vực",4,Huyện Hoài Đức,"3,45 ",51,67,nhà ở
Bán căn Studio 58m 1 1WC tầng trung view đẹp chung cư Lancaster,1,Quận Đống Đa,"4,6 ",79,58,chung cư / căn hộ
Bán căn Studio 58m 1 1WC tầng trung view đẹp chung cư Lancaster,1,Quận Hà Đông ,"4,6 ",79,58,chung cư / căn hộ
"BÁN CĂN TẬP THỂ PHỐ VỌNG HÀ - HOÀN KIẾM , CHỈ 3.XX TY CÓ THƯƠNG LƯỢNG",2,Quận Hoàn Kiếm,"3,75 ",58,65,chung cư / căn hộ
"BÁN CĂN TẬP THỂ PHỐ VỌNG HÀ - HOÀN KIẾM , CHỈ 3.XX TY CÓ THƯƠNG LƯỢNG",2,Quận Hoàng Mai,"3,75 ",58,65,chung cư / căn hộ
"Bán căn Tình 42m2x3T, sát cầu Đại thành, Oto tải 2 tấn đỗ cửa.",3,Huyện Quốc Oai,"3,4 ",81,42,nhà ở
Bán căn TT 60m2 - 2  - Oto đỗ cổng - Quận HBT - 3 Bước ra phố Huế,2,Quận Hai Bà Trưng,"2,39 ",43,55,chung cư / căn hộ
"Bán Căn TT 60m2 - 2 - Láng Trung, Đống Đa",2,Quận Đống Đa,"3,2 ",53,60,chung cư / căn hộ
"Bán Căn TT 60m2 - 2 - Láng Trung, Đống Đa",2,Quận Hà Đông ,"3,2 ",53,60,chung cư / căn hộ
"Bán Căn TT 60m2 - 2 - Nguyễn Chí Thanh, Đống Đa",2,Quận Đống Đa,"3,25 ",54,60,chung cư / căn hộ
"Bán Căn TT 60m2 - 2 - Nguyễn Chí Thanh, Đống Đa",2,Quận Hà Đông ,"3,25 ",54,60,chung cư / căn hộ
"Bán CC 86m2 Bắc Từ Liêm 2 Ngủ, 2WC, View Công Viên Hòa Bình, 3.98 ",2,Quận Bắc Từ Liêm,"3,98 ",46,86,chung cư / căn hộ
BÁN CC 87M GIÁ 4.65 KĐT TP GIAO LƯU–BẮC TỪ LIÊM-NỘI THẤT XỊN-Ở NGAY,3,Quận Bắc Từ Liêm,"4,65 ",53,87,chung cư / căn hộ
"BÁN CC HỌC VIÊN HẬU CẦN, NGỌC THỤY 110M, LÔ GÓC - 3 - VIP - 4  HƠN",3,Quận Long Biên,"4,18 ",38,110,chung cư / căn hộ
Bán cc vinaconex 12 Vũ Trọng Phụng 108m- 6 150,3,Quận Thanh Xuân,"6,15 ",57,108,chung cư / căn hộ
Bán CCCC Tháp Cán Bộ - Học Viện Quốc Phòng - Căn Đẹp nhất nhì tầng.,3,Quận Tây Hồ,"6,89 ",65,106,chung cư / căn hộ
BÁN CCMN 11 PHÒNG KHÉP KÍN FULL ĐỒ – BA GAC ĐỖ CỬA – THANG MÁY ÊM RU,10,Quận Thanh Xuân,"9,2 ",230,40,chung cư / căn hộ
"Bán CCMN cầu giấy 12 phòng kk đủ đồ,60tr,thang máy,ngõ thông,gần ôtô.",10,Quận Cầu Giấy,11,183,60,nhà ở
"BÁN CCMN CỰC ĐẸP TẠI ĐƯỜNG TỨ HIỆP 70M2 - 7 TẦNG - GIÁ SỐC CHỈ 12,5",10,Huyện Thanh Trì,"12,5 ",179,70,nhà ở
Bán ccmn đội cấn 40m/1  đầy đủ đồ,1,Quận Ba Đình,"1,35 ",34,40,chung cư / căn hộ
BÁN CCMN PHỐ BẠCH MAI - 63M - 5 TẦNG - 11PKK THU 60TR/THÁNG - 14.5 TY,10,Quận Hai Bà Trưng,"14,5 ",230,63,nhà ở
"Bán CCMN Trung Kính 9 phòng kk fun đồ,40tr/thg,gần ô tô,pccc đầy đủ,",9,Quận Cầu Giấy,"8,4 ",187,45,nhà ở
"Bán CCMN Xuân Đỉnh,Ngõ thông,7 tầng,dòng tiền 100tr/tháng,nhỉnh 21 ",10,Quận Bắc Từ Liêm,21,233,90,nhà ở
"Bán CCMN Yên Hoà,14 phòng kk đủ đồ,65tr/th,nhà mới thang máy,lô góc 2",10,Quận Cầu Giấy,"11,8 ",169,70,nhà ở
"BÁN CCMN YÊN XÁ, 40M2*8TẦNG, 13PKK, NGÕ NÔNG, DT 45TR/TH",10,Huyện Thanh Trì,"9,1 ",228,40,nhà ở
"Bán CHCC E1 Ciputra, Tây Hồ  T6 123m2, 3N, 2VS, giá Full đồ 10.5 ",3,Quận Tây Hồ,0.105,"0,09",123,chung cư / căn hộ
BÁN CHÍNH CHỦ! Căn Hộ Phố Trần Cung - Phạm Văn Đồng 1-2P Ngủ - Full Đồ,1,Quận Bắc Từ Liêm,"0,924",17,53,chung cư / căn hộ
"Bán chung cư 2 76m2 tại Sunrise khu đô thị Sài Đồng, Long Biên",2,Quận Long Biên,"3,5 ",46,76,chung cư / căn hộ
Bán chung cư 366 đường Mỹ Đình,1,Quận Nam Từ Liêm,"1,28 ",37,35,chung cư / căn hộ
"Bán chung cư 422 Khương Đình, Thanh Xuân, Hà Nội",2,Quận Thanh Xuân,3,43,70,chung cư / căn hộ
bán chung cư cao cấp Khai Sơn city,3,Quận Long Biên,"7,5 ",68,110,chung cư / căn hộ
bán chung cư Dolphin Plaza Mỹ Đình - 43WC tầng cao view đẹp,4,Quận Nam Từ Liêm,15,81,186,chung cư / căn hộ
"BÁN CHUNG CƯ F2 TRẦN CUNG, PHẠM VĂN ĐỒNG Ở NGAY, OTO ĐỖ CỬA, ĐỦ ĐỒ",2,Quận Bắc Từ Liêm,"0,65",15,42,chung cư / căn hộ
"BÁN CHUNG CƯ G1 ĐƯỜNG LÁNG-YÊN HÒA Ở NGAY, OTO ĐỖ CỬA, FULL ĐỒ",2,Quận Cầu  Giấy,"0,65",13,50,chung cư / căn hộ
"BÁN CHUNG CƯ G3 ĐÌNH THÔN, PHẠM HÙNG Ở NGAY, OTO ĐỖ CỬA, 1-2",2,Quận Nam Từ Liêm,"0,65",13,50,chung cư / căn hộ
BÁN CHUNG CƯ H2 ĐẠI CỒ VIỆT_ĐẠI HỌC BÁCH KHOA_HAI BÀ TRƯNG_FULL ĐỒ,2,Quận Hai Bà Trưng,"0,75",13,58,chung cư / căn hộ
"BÁN CHUNG CƯ HAPPY STAR - MAI CHÍ THỌ, GIANG BIÊN - 76,2 - 3 Ngủ - V",3,Quận Long Biên,"3,6 ",47,76,chung cư / căn hộ
"Bán chung cư Hoàng Công Chất, Bắc Từ Liêm. 77m2, 3 ngủ. Giá 4.35 ",3,Quận Bắc Từ Liêm,"4,35 ",56,77,chung cư / căn hộ
"Bán chung cư KĐT  Trung Yên - 11WC - Giá 3,4 có thương lượng",1,Quận Cầu  Giấy,"3,4 ",76,45,chung cư / căn hộ
Bán chung cư mini Cầu giấy,2,Quận Cầu  Giấy,"1,95 ",35,56,chung cư / căn hộ
"Bán Chung Cư MINI Mặt Ngõ Kinh Doanh, Phố Mỹ Đình, DT 58m2, 9 phòng Kh",10,Quận Nam Từ Liêm,10,172,58,nhà ở
"Bán chung cư mini Mỹ Đình, 2 ô tô đỗ cửa",2,Quận Nam Từ Liêm,"1,85 ",36,52,chung cư / căn hộ
"BÁN CHUNG CƯ N1 XUÂN LA, VÕ CHÍ CÔNG Ở NGAY, OTO ĐỖ CỬA, ĐỦ ĐỒ",2,Quận Tây Hồ,"0,65",13,50,chung cư / căn hộ
"BÁN CHUNG CƯ NGUYỄN VĂN NINH - VIỆT HƯNG, LONG BIÊN",2,Quận Long Biên,"3,63 ",48,76,chung cư / căn hộ
"Bán chung cư Ruby City3 Phúc Lợi, Long Biên 54.6m2 - Siêu Đẹp",2,Quận Long Biên,"2,6 ",48,55,chung cư / căn hộ
"Bán chung cư Sài Đồng, 66m2 21WC full đồ giá 2.85 .",2,Quận Long Biên,"2,85 ",43,66,chung cư / căn hộ
"Bán chung cư Thanh Xuân, 55m2, 2 ngủ - Full đồ chỉ việc xách valy về ở",2,Quận Thanh Xuân,"3,78 ",69,55,chung cư / căn hộ
"BÁN CHUNG CƯ TP GIAO LƯU BẮC TỪ LIÊM 90M2, 3 NGỦ 2 VS GIÁ 4.6",3,Quận Cầu  Giấy,"4,6 ",51,90,chung cư / căn hộ
"BÁN CHUNG CƯ Z5 XUÂN LA, VÕ CHÍ CÔNG, Ở NGAY, ĐỦ ĐỒ 33-50M2",2,Quận Tây Hồ,"0,65",13,50,chung cư / căn hộ
"Bán CMMN 45m2 ĐƯỜNG BƯỞI, Thang máy 6 tầng, full nội thất",10,Quận Ba Đình,13,289,45,nhà ở
"BÁN CỬA HÀNG QIỐC LỘ 1A THƯỜNG TÍN ,HN",3,Huyện Thường Tín,"9,5 ",136,70,nhà ở
"BÁN ĐẤT 87m2 giá 4,85  TẶNG NHÀ TRỌ 2 PHÒNG",2,Huyện Gia Lâm,"4,85 ",56,87,nhà ở
BÁN ĐẤT TẶNG  NHÀ-  THỤY PHƯƠNG - MẶT NGÕ RỘNG - THÔNG -,2,Quận Bắc Từ Liêm,"4,6 ",144,32,nhà ở
Bán đất tặng nhà,3,Quận Long Biên,"7,26 ",180,40,nhà ở
BÁN ĐẤT TẶNG NHÀ 3 TẦNG × 63M2 ×3 NGỦ × THÔNG Ô TÔ × GIÁ HƠN 4 .,3,Huyện Sóc Sơn,"4,45 ",71,63,nhà ở
Bán đất tặng nhà 3 tầng đẹp ở hay đầu tư cho thuê sinh lời cao,3,Huyện Đông Anh,"2,6 ",46,56,nhà ở
bán đất tặng nhà 3 tầng liên phương -gần trục chính ô tô tránh,2,Huyện Thường Tín,"3,3 ",60,55,nhà ở
BÁN ĐẤT TẶNG NHÀ 3 TẦNG- LÔ GÓC-NGÕ OTO 7 CHỖ-CÁCH MẶT PHỐ CAO LỖ 100M,2,Huyện Đông Anh,"12,5 ",82,153,nhà ở
Bán Đất Tặng Nhà 50m2 Ngay Gần ĐH TDTT Cách QL6 Đúng 3p,1,Huyện Chương Mỹ,"2,5 ",50,50,nhà ở
Bán đất tặng nhà Võ Chí Công,2,Quận Cầu Giấy,"7,8 ",163,48,nhà ở
Bán đất tặng nhà Võ Chí Công,2,Quận Cầu Giấy,"7,8 ",163,48,nhà ở
"BÁN ĐẤT TẶNG NHÀ, PHẠM VĂN ĐỒNG - Ô TÔ TRÁNH-33M2X3TẦNG,GẦN CÔNG VIÊN",3,Quận Bắc Từ Liêm,"7,55 ",229,33,nhà ở
"Bán Đơn Lập Ngọc Trai, Vị trí đẹp. Giá 59,5 ",4,Huyện Gia Lâm,"59,5 ",213,280,nhà ở
"bán GẤP - BÁN NHÀ, Lĩnh , Hoàng Mai – Giá rẻ - 35m – 4T - Giá 4x ",3,Quận Hoàng Mai,"4,5 ",129,35,nhà ở
"BÁN GẤP – HOÀNG QUỐC VIỆT – CẦU GIẤY - 70M2 CHỈ 7 , XEM LÀ CỌC NGAY",4,Quận Cầu Giấy,7,100,70,nhà ở
"BÁN GẤP – HOÀNG QUỐC VIỆT – CẦU GIẤY - 70M2 CHỈ 7 , XEM LÀ CỌC NGAY",4,Quận Cầu Giấy,7,100,70,nhà ở
BÁN GẤP - PHƯƠNG LIỆT – 63M - CỰC HIẾM - DIỆN TÍCH KHỦNG,4,Quận Thanh Xuân,8,133,60,nhà ở
"BÁN GẤP ! NHÀ 4 TẦNG 2 26- NGÕ 3M.VÀI BƯỚC RA CHỢ,15P VÀO TT HÀ ",3,Huyện Chương Mỹ,"2,26 ",63,36,nhà ở
"Bán gấp căn 2 ngủ tầng trung Home City, 177 Trung Kính, giá rẻ nhất",2,Quận Cầu  Giấy,"5,75 ",82,70,chung cư / căn hộ
Bán gấp căn 2ngủ 2wc nội thất cơ bản nhà đẹp giá rẻ nhất Goldmark City,2,Quận Bắc Từ Liêm,"4,6 ",55,83,chung cư / căn hộ
"Bán gấp căn hộ 98m, lô góc tại 583 Nguyễn Trãi - Thanh Xuân",2,Quận Thanh Xuân,"5,2 ",53,98,chung cư / căn hộ
"BÁN GẤP CĂN HOÀNG HOA THÁM-TÂY HỒ 70M2 CHỈ 7 , XEM LÀ ƯNG LUÔN",4,Quận Tây Hồ,7,100,70,nhà ở
BÁN GẤP CẦU GIẤY 5 TẦNG-17M2- 3.5 -NGÕ 3 GÁC-GẦN PHỐ-FULL NỘI THẤT,3,Quận Cầu Giấy,"3,5 ",206,17,nhà ở
BÁN GẤP CẦU GIẤY 5 TẦNG-17M2- 3.5 -NGÕ 3 GÁC-GẦN PHỐ-FULL NỘI THẤT,3,Quận Cầu Giấy,"3,5 ",206,17,nhà ở
"Bán gấp CCMN An Dương Vương, Tây Hồ, Trung Tâm, Tiện ích, 50m2,1.73 ",2,Quận Tây Hồ,"1,73 ",35,50,chung cư / căn hộ
Bán gấp định cư Úc nhà Phố Vũ Miên Yên Hoa Yên phụ Tây Hồ 62m Lô Góc 7,7,Quận Tây Hồ,"21,6 ",348,62,nhà ở
"Bán gấp DT 100m2 – 3,  Nguyễn Thị Thập, Thanh Xuân, 4,98 ",3,Quận Thanh Xuân,"4,98 ",50,100,chung cư / căn hộ
Bán gấp giảm sâu căn 50mx4 tầng ngay Chợ Tân Phú ô tô đỗ cửa chỉ 28.,4,Huyện Quốc Oai,"2,8 ",56,50,nhà ở
Bán gấp liền kề Sao Biển full đồ 90m2 giá 20.6  tại Vin Gia Lâm,4,Huyện Gia Lâm,"20,6 ",229,90,nhà ở
Bán Gấp Nhà 4 Tầng. Nằm Tổ 11 Phường Phú Lương Hà ,3,Quận Hà Đông ,"3,87 ",121,32,nhà ở
BÁN GẤP NHÀ 40M YÊN HOÀ CẦU GIẤY - NGÕ NÔNG-NHÀ MỚI-GẦN OTO,3,Quận Cầu Giấy,"6,8 ",170,40,nhà ở
"Bán gấp nhà Cạnh Quận Uỷ Bắc Từ Liêm,70m2,Ngõ Thông,Ôtô,Giá: nhỉnh 8",4,Quận Bắc Từ Liêm,"8,7 ",124,70,nhà ở
Bán Gấp Nhà Cầu Giấy 50m2 - 5 Tầng - 6 Ngủ - 10m Ô Tô Tránh - Gần Phố,6,Quận Cầu Giấy,9,180,50,nhà ở
Bán Gấp Nhà Cầu Giấy 50m2 - 5 Tầng - 6 Ngủ - 10m Ô Tô Tránh - Gần Phố,6,Quận Cầu Giấy,9,180,50,nhà ở
BÁN GẤP NHÀ ĐẠI TỪ -LINH ĐÀM. NGÕ THÔNG Ô TÔ DT 54M x 5T GIÁ 7 .,6,Quận Hoàng Mai,7,130,54,nhà ở
BÁN GẤP NHÀ ĐẸP 65m2 XUÂN LA - THANG MÁY XỊN XÒ- GẦN Ô TÔ CHỈ 11x,4,Quận Tây Hồ,"11,3 ",174,65,nhà ở
BÁN GẤP NHÀ ĐẸP CẦU THANG MÁY NGUYỄN SƠN LONG BIÊN HÀ NỘI,4,Quận Long Biên,"10,3 ",258,40,nhà ở
Bán Gấp Nhà Dương Nội 👉 thương lượng sâu,4,Quận Hà Đông ,"5,1 ",116,44,nhà ở
Bán Gấp Nhà Gần Ngã Tư Trôi,3,Huyện Đan Phượng,"4,8 ",143,34,nhà ở
"BÁN GẤP NHÀ KĐT VĂN PHÚ, DT50m, 5T, MT 5.5m, 13,85 ",4,Quận Hà Đông ,"13,85 ",277,50,nhà ở
"BÁN GẤP NHÀ LÔ GÓC, NGÕ THÔNG, SỔ ĐẸP",2,Quận Tây Hồ,9,191,47,nhà ở
BÁN GẤP NHÀ MẶT PHỐ TRƯỜNG CHINH- THANH XUÂN MT 4M DT 40 M GIÁ 11.9 TY,4,Quận Thanh Xuân,"11,9 ",298,40,nhà ở
BÁN GẤP NHÀ MỚI 5 TẦNG - LÔ GÓC - Ô TÔ ĐỖ CỬA - 35M2 - CHỈ 5.9 ,3,Quận Bắc Từ Liêm,"5,95 ",170,35,nhà ở
"BÁN GẤP NHÀ NGÕ 51 TRẦN ĐIỀN , NGÕ OTO TRÁNH, VỈA HÈ, KINH DOANH ĐỈNH",4,Quận Hoàng Mai,21,253,83,nhà ở
BÁN GẤP NHÀ NGÕ ĐẠI ĐỒNG -  MỸ,4,Huyện Thanh Trì,"8,8 ",107,82,nhà ở
"Bán Gấp Nhà Phố Xuân Đỉnh - 5 Tầng Hiện Đại, 4 Phòng Ngủ, chỉ 7 ",4,Quận Tây Hồ,7,152,46,nhà ở
Bán gấp nhà Quang Trung Hà  ô tô tránh gần 75m2 giá chỉ nhỉnh 8 ,3,Quận Hà Đông ,"8,5 ",113,75,nhà ở
"BÁN GẤP NHÀ TẬP THỂ DOÃN KẾ THIỆN, 3 NGỦ, 2WC, 2 MẶT NGÕ Ô TÔ TRÁNH",3,Quận Cầu  Giấy,"3,5 ",40,88,chung cư / căn hộ
"BÁN GẤP NHÀ TẬP THỂ KIM MÃ, NGỌC KHÁNH, BA ĐÌNH, 2 NGỦ, 2WC, 2 THOÁNG",2,Quận Ba Đình,"3,2 ",49,65,chung cư / căn hộ
"BÁN GẤP NHÀ TẬP THỂ PHƯƠNG MAI, ĐỐNG ĐA, 40M, ĐỦ CÔNG NĂNG, Ô TÔ ĐỖ",2,Quận Đống Đa,"2,05 ",51,40,chung cư / căn hộ
"BÁN GẤP NHÀ TẬP THỂ PHƯƠNG MAI, ĐỐNG ĐA, 40M, ĐỦ CÔNG NĂNG, Ô TÔ ĐỖ",2,Quận Hà Đông ,"2,05 ",51,40,chung cư / căn hộ
"BÁN GẤP NHÀ TẬP THỂ THÁI HÀ, TÂY SƠN, 2 NGỦ, ĐỦ CÔNG NĂNG, Ô TÔ ĐỖ CỬA",2,Quận Đống Đa,"2,59 ",43,60,chung cư / căn hộ
"BÁN GẤP NHÀ TẬP THỂ THÁI HÀ, TÂY SƠN, 2 NGỦ, ĐỦ CÔNG NĂNG, Ô TÔ ĐỖ CỬA",2,Quận Hà Đông ,"2,59 ",43,60,chung cư / căn hộ
"BÁN GẤP NHÀ TẬP THỂ VẠN BẢO, KIM MÃ, BA ĐÌNH, SỔ 45M, SD 75M, 2 NGỦ",2,Quận Ba Đình,"3,85 ",51,75,chung cư / căn hộ
"BÁN GẤP NHÀ TỰ XÂY 41m, MT 7m, ngõ thông to sạch, vài bước ra phố lớn",4,Quận Hà Đông ,"6,35 ",155,41,nhà ở
"BÁN GẤP PHỐ VIP LẠC LONG QUÂN - TÂY HỒ, Ô TÔ TRÁNH-CHỈ 15-55M2🔥🔥🔥",5,Quận Tây Hồ,15,273,55,nhà ở
"Bán Gấp Shophouse Hải âu 02, Vị trí đẹp, Thuận tiện Kinh doanh",3,Huyện Gia Lâm,20,222,90,nhà ở
BÁN GẤP_CHUNG CƯ N1 XUÂN LA_VÕ CHÍ CÔNG_TÂY HỒ_FULL NỘI THẤT,2,Quận Tây Hồ,"0,799",15,55,chung cư / căn hộ
BÁN GẤP_CHUNG CƯ N2 TRƯỜNG CHINH_PHƯƠNG LIỆT_ THANH XUÂN_TÁCH SỔ HỒNG,2,Quận Thanh Xuân,"0,75",13,58,chung cư / căn hộ
"BÁN HOA HẬU DT MỘ LAO HĐ, 50M2*7TẦNG, 11PKK, VỈA HÈ, DT 50TR/THÁNG",10,Quận Hà Đông ,15,300,50,nhà ở
"BÁN KIOT LÔ GÓC CHÂN CHUNG CƯ HOMELAND – LONG BIÊN 5,8  - KINH DOANH",3,Quận Long Biên,"5,8 ",68,85,chung cư / căn hộ
BÁN LIỀN KỀ DT 60M-4  KĐT  LA KHÊ-KINH DOANH-FULL NỘI THẤT,4,Quận Hà Đông ,"15,2 ",253,60,nhà ở
BÁN LK VĂN PHÚ DT 70M-5-ĐƯỜNG 22M-KINH DOANH ĐỈNH-GẦN CỘT ĐỒNG HỒ,5,Quận Hà Đông ,"17,4 ",193,90,nhà ở
"Bán lô góc 74m2, nhà 3 tầng, thị trấn Phùng, H. Đan Phượng.",5,Huyện Đan Phượng,"7,8 ",105,74,nhà ở
"BÁN LÔ GÓC XUÂN ĐỈNH, 2 MẶT TIỀN, Ô TÔ ĐỖ CỬA 45M2, NHỈNH 7X ",3,Quận Bắc Từ Liêm,7,156,45,nhà ở
BÁN LỖ_CHUNG CƯ A1 ĐẠI CỒ VIỆT_TRẦN KHÁT CHÂN_HAI BÀ TRƯNG,2,Quận Hai Bà Trưng,"0,9",16,55,chung cư / căn hộ
BÁN LỖ_CHUNG CƯ C1 XUÂN LA_VÕ CHÍ CÔNG_HỒ TÂY_FULL NỘI THẤT,2,Quận Tây Hồ,"0,9",16,55,chung cư / căn hộ
BÁN LỖ_CHUNG CƯ N1 HOÀNG CẦU_YÊN LÃNG_ĐỐNG ĐA_CÓ SỔ HỒNG VĨNH VIỄN,2,Quận Đống Đa,"0,75",14,54,chung cư / căn hộ
BÁN LỖ_CHUNG CƯ N1 HOÀNG CẦU_YÊN LÃNG_ĐỐNG ĐA_CÓ SỔ HỒNG VĨNH VIỄN,2,Quận Hà Đông ,"0,75",14,54,chung cư / căn hộ
BÁN LỖ_CHUNG CƯ N1 PHAN ĐÌNH GIÓT_GIẢI PHÓNG_NGÃ TƯ VỌNG,2,Quận Thanh Xuân,"0,75",14,55,chung cư / căn hộ
BÁN MÓT NHÀ TÂY HỒ THỤY KHÊ THANG MÁY FULL NỘI THẤT  38M VUÔNG 6.8 ,3,Quận Tây Hồ,"6,8 ",179,38,nhà ở
Bán nhà,3,Quận Long Biên,"10,3 ",258,40,nhà ở
Bán nhà,6,Quận Long Biên,"13,4 ",268,50,nhà ở
bán nhà,3,Thị Xã Sơn Tây,"4,2 ",50,84,nhà ở
"BÁN NHÀ  KIM HIANG THANH LIỆT 57m 8T THANG MÁY , KINH DOANH",10,Huyện Thanh Trì,"9,9 ",174,57,nhà ở
"Bán nhà  Lê Văn Hiến Đức Thắng Từ Liêm Hà Nội 35m Ôtô 4,5tỷ",3,Quận Bắc Từ Liêm,"4,5 ",129,35,nhà ở
"BÁN NHÀ  MẶT TIỀN DT47x 3,5 TẦNG GIÁ TIỀN 4,7  TẠI  LA HOÀI ĐỨC",3,Huyện Hoài Đức,"4,7 ",100,47,nhà ở
BÁN NHÀ - NGÔ XUÂN QUẢNG - GIA LÂM - DÒNG TIỀN - Ô TÔ - MỚI,8,Huyện Gia Lâm,8,200,40,nhà ở
"BÁN NHÀ ""BẠCH ĐẰNG"" NGÕ RỘNG - 5 TẦNG, 51M2, CHỈ 12.6 ",4,Quận Hai Bà Trưng,"12,6 ",247,51,nhà ở
Bán nhà 100m2 phố Nhà Chung- Tràng Thi- Lê Thái Tổ. Hoàn Kiếm.,3,Quận Hoàn Kiếm,143,1430,100,nhà ở
"Bán nhà 120m2 Nguyên Khê,  Anh - nhỉnh 9 , nhà mới xây",2,Huyện Đông Anh,"9,5 ",79,120,nhà ở
"Bán nhà 2 tầng  1 tum x 40m2, cách Mậu Lương, Thanh Hà Cienco5",3,Huyện Thanh Oai,"2,2 ",54,41,nhà ở
bán nhà 2 tâng diện tích 70,2,Huyện Thường Tín,"3,3 ",47,70,nhà ở
bán nhà 2 tầng mới xây xã văn khê,3,Huyện Mê Linh,"7,5 ",26,285,nhà ở
BÁN NHÀ 2 TẦNG TIÊN DƯƠNG  ANH.ĐƯỜNG THÔNG ÔTÔ,3,Huyện Đông Anh,"5,9 ",84,70,nhà ở
"BÁN NHÀ 3 TẦNG – THƯỢNG CÁT – BẮC TỪ LIÊM - GIÁ 3,8 ",3,Quận Bắc Từ Liêm,"3,8 ",127,30,nhà ở
Bán nhà 3 tầng 58m2 tại Thôn Nguyên Khê-58m2- gần ô tô tránh,3,Huyện Đông Anh,"3,299",57,58,nhà ở
"Bán nhà 3 tầng 68,8m2 (lộc phát) Hữu Cước, Liên Hồng, H. Đan Phượng.",9,Huyện Đan Phượng,"3,6 ",52,69,nhà ở
BÁN NHÀ 3 TẦNG LÔ GÓC MẶT PHỐ TRẦN HƯNG ĐẠO. DIỆN TÍCH 135 M2. MẶT TIỀ,5,Quận Hoàn Kiếm,90,667,135,nhà ở
Bán nhà 3 tầng mới toanh tại uy nỗ  anh,3,Huyện Đông Anh,"3,35 ",73,46,nhà ở
"Bán nhà 3 Tầng Ráp phú Mỹ ,Biên Giang , Hà , giá 2.19 ",3,Quận Hà Đông ,"2,2 ",71,31,nhà ở
bán nhà 3 tầng tại Cao Viên - Thanh Oai - Hà Nội,3,Huyện Thanh Oai,"2,25 ",63,36,nhà ở
"BÁN NHÀ 3.5 TẦNG 62m2 GIÁ 3 ,GẦN ĐẠI HỌC TD-TT,QL6A",3,Huyện Chương Mỹ,3,48,62,nhà ở
